comment,mark
Кстати очень удивлен когда смотрел билеты на сайте КС. На гостевом секторе Факела почему то мало билетов скупили хотя думал что приедет много Воронежцев (возможно все скупят в обычных кассах у стадиона),1

"Вперёд, чёрно-белые! Два раза в год за вас 😃😃",1

"РПЛ - лига пустых стадионов, ФНЛ - лига для болельщиков. Поэтому жду возвращения нижегородцев в Лучшую Лигу Мира. Ну, а в предстоящем туре Нижнему достойной игры, а Уралу победы!!!",1

КС Факел 2-1. Урал Пари НН 1-0. Химки Локо 0-2. Динамо Спартак 1-2. Ростов Сочи 1-1. Цска Ахмат 2-1. Зенит Торпедо 3-0. Краснодар Оренбург 4-1,1

Вперёд факел,1

Надеюсь выспаться на матче Урал - Пари НН.,1

"Кс 1:1 факел
Урал 0:1 нн
Химки 0:2 локо
Динамо 1:2 спартак
Ростов 2:1 Сочи
Цска 3:0 ахмат
Зенит 4:0 торпедо
Краснодар 2:1 оренбург",1

"Крылья Советов 0:1 Факел
Урал 1 :2 НН
Химки 2 :0 Локомотив
Динамо 3 :2 Спартак
Ростов 1:1 Сочи
ЦСКА 1:2 Ахмат
Зенит 5 :0 Торпедо
Краснодар 3 :0 Урал",1

Вперёд Спартак! ✨💪,1

"Вот все гадают прогнозы на матчи, а прикиньте, зенит сольет игру, вот все офигеют",1

"срач тв пускай весь этот позор в платнике показывает,ибо это бесчинство судей и прочее смотреть не возможно,а платить за это только не уважающий себя человек будет",0

"Скиньте, плиз, в личку полную запись матча краснодар локо 4 тур",1

"Ну что, не думал, что это скажу, но Динамо, вперед!))) Надо обыгрывать пищевик!",1

Зенит 2:3 Торпедо🤗!!!  Остальные матчи кто сильнее тот победить,1
